onset_time,instrument_label,onset_phoneme,coda_phoneme,dataset,participant_id,subset,csv_file_path,wav_file_path
6.045895691,sd,t,a,LVT,BicP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/BicP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/BicP3.wav
0.00047619,kd,p,u,LVT,CatP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CatP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CatP3.wav
0.177052154,hhc,ts,x,LVT,CatP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CatP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CatP3.wav
0.38877551,kd,p,u,LVT,CatP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CatP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CatP3.wav
0.606621315,hhc,ts,x,LVT,CatP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CatP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CatP3.wav
0.815600907,sd,t,a,LVT,CatP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CatP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CatP3.wav
1.683446712,kd,p,u,LVT,CatP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CatP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CatP3.wav
1.87356009,hhc,ts,x,LVT,CatP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CatP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CatP3.wav
2.098503401,kd,p,u,LVT,CatP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CatP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CatP3.wav
2.292970521,hhc,ts,x,LVT,CatP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CatP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CatP3.wav
2.507755102,sd,t,a,LVT,CatP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CatP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CatP3.wav
3.448163265,kd,p,u,LVT,CatP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CatP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CatP3.wav
3.626666666,hhc,ts,x,LVT,CatP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CatP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CatP3.wav
3.835646258,kd,p,u,LVT,CatP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CatP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CatP3.wav
4.014149659,hhc,ts,x,LVT,CatP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CatP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CatP3.wav
4.230385487,sd,t,a,LVT,CatP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CatP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CatP3.wav
5.095328798,kd,p,u,LVT,CatP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CatP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CatP3.wav
5.302857142,hhc,ts,x,LVT,CatP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CatP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CatP3.wav
5.532154195,kd,p,u,LVT,CatP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CatP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CatP3.wav
5.746938775,hhc,ts,x,LVT,CatP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CatP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CatP3.wav
5.967528344,sd,t,a,LVT,CatP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CatP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CatP3.wav
0.00047619,kd,p,u,LVT,CavP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CavP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CavP3.wav
0.144897959,hhc,ts,x,LVT,CavP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CavP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CavP3.wav
0.374489795,kd,p,u,LVT,CavP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CavP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CavP3.wav
0.564285714,hhc,ts,x,LVT,CavP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CavP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CavP3.wav
0.726530612,sd,ts,a,LVT,CavP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CavP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CavP3.wav
1.62755102,kd,p,u,LVT,CavP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CavP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CavP3.wav
1.848888888,hhc,ts,x,LVT,CavP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CavP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CavP3.wav
2.078571428,kd,p,u,LVT,CavP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CavP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CavP3.wav
2.280612244,hhc,ts,x,LVT,CavP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CavP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CavP3.wav
2.443877551,sd,ts,a,LVT,CavP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CavP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CavP3.wav
3.367346938,kd,p,u,LVT,CavP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CavP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CavP3.wav
3.603061224,hhc,ts,x,LVT,CavP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CavP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CavP3.wav
3.805532879,kd,p,u,LVT,CavP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CavP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CavP3.wav
4.014149659,hhc,ts,x,LVT,CavP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CavP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CavP3.wav
4.174489795,sd,ts,a,LVT,CavP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CavP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CavP3.wav
5.098979591,kd,p,u,LVT,CavP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CavP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CavP3.wav
5.301020408,hhc,ts,x,LVT,CavP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CavP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CavP3.wav
5.528571428,kd,p,u,LVT,CavP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CavP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CavP3.wav
5.730612244,hhc,ts,x,LVT,CavP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CavP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CavP3.wav
5.885714285,sd,ts,a,LVT,CavP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CavP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CavP3.wav
0.00047619,kd,p,u,LVT,CraP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CraP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CraP3.wav
0.202040816,hhc,ts,x,LVT,CraP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CraP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CraP3.wav
0.436734693,kd,p,u,LVT,CraP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CraP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CraP3.wav
0.622448979,hhc,ts,x,LVT,CraP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CraP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CraP3.wav
0.830612244,sd,ts,a,LVT,CraP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CraP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CraP3.wav
1.683446712,kd,p,u,LVT,CraP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CraP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CraP3.wav
1.906122448,hhc,ts,x,LVT,CraP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CraP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CraP3.wav
2.151020408,kd,p,u,LVT,CraP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CraP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CraP3.wav
2.306122448,hhc,ts,x,LVT,CraP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CraP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CraP3.wav
2.493877551,sd,ts,a,LVT,CraP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CraP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CraP3.wav
3.402040816,kd,p,u,LVT,CraP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CraP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CraP3.wav
3.614285714,hhc,ts,x,LVT,CraP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CraP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CraP3.wav
3.857142857,kd,p,u,LVT,CraP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CraP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CraP3.wav
4.014149659,hhc,ts,x,LVT,CraP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CraP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CraP3.wav
4.202040816,sd,ts,a,LVT,CraP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CraP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CraP3.wav
5.106122448,kd,p,u,LVT,CraP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CraP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CraP3.wav
5.361224489,hhc,ts,x,LVT,CraP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CraP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CraP3.wav
5.581632653,kd,p,u,LVT,CraP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CraP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CraP3.wav
5.740816326,hhc,ts,x,LVT,CraP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CraP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CraP3.wav
5.932653061,sd,ts,a,LVT,CraP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/CraP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/CraP3.wav
0.00047619,kd,p,u,LVT,IsaP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/IsaP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/IsaP3.wav
0.179591836,hhc,ts,x,LVT,IsaP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/IsaP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/IsaP3.wav
0.38877551,kd,p,u,LVT,IsaP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/IsaP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/IsaP3.wav
0.589795918,hhc,ts,x,LVT,IsaP,Frase,../AVP-LVT_Dataset/LVT_Dataset/Frase/IsaP.csv,../AVP-LVT_Dataset/LVT_Dataset/Frase/IsaP3.wav
