segment_path,instrument_label,participant_id,dataset,original_wav,onset_time
../segments/AVP_P1_hho_0046.wav,hho,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_HHopened_Personal.wav,6.91564625858277
../segments/AVP_P1_hho_0047.wav,hho,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_HHopened_Personal.wav,7.28072562358277
../segments/AVP_P1_hho_0048.wav,hho,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_HHopened_Personal.wav,7.45151927458277
../segments/AVP_P1_hho_0049.wav,hho,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_HHopened_Personal.wav,8.11564625858277
../segments/AVP_P1_hho_0050.wav,hho,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_HHopened_Personal.wav,8.50231292558277
../segments/AVP_P1_hho_0051.wav,hho,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_HHopened_Personal.wav,8.64770975058277
../segments/AVP_P1_hho_0052.wav,hho,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_HHopened_Personal.wav,9.30167800458277
../segments/AVP_P1_hho_0053.wav,hho,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_HHopened_Personal.wav,9.69088435358277
../segments/AVP_P1_hho_0054.wav,hho,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_HHopened_Personal.wav,9.85278911558277
../segments/AVP_P1_kd_0055.wav,kd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Improvisation_Personal.wav,0.0
../segments/AVP_P1_hho_0056.wav,hho,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Improvisation_Personal.wav,0.307664399582766
../segments/AVP_P1_kd_0057.wav,kd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Improvisation_Personal.wav,0.993378684582766
../segments/AVP_P1_kd_0058.wav,kd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Improvisation_Personal.wav,1.35328798158277
../segments/AVP_P1_hho_0059.wav,hho,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Improvisation_Personal.wav,1.70195011358277
../segments/AVP_P1_kd_0060.wav,kd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Improvisation_Personal.wav,2.43229024958277
../segments/AVP_P1_kd_0061.wav,kd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Improvisation_Personal.wav,2.77043083858277
../segments/AVP_P1_sd_0062.wav,sd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Improvisation_Personal.wav,3.12725623558277
../segments/AVP_P1_hho_0063.wav,hho,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Improvisation_Personal.wav,3.45687074858277
../segments/AVP_P1_hhc_0064.wav,hhc,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Improvisation_Personal.wav,3.79791383258277
../segments/AVP_P1_kd_0065.wav,kd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Improvisation_Personal.wav,4.55111111158277
../segments/AVP_P1_kd_0066.wav,kd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Improvisation_Personal.wav,4.91827664358277
../segments/AVP_P1_hho_0067.wav,hho,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Improvisation_Personal.wav,5.56698412658277
../segments/AVP_P1_kd_0068.wav,kd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Improvisation_Personal.wav,6.24907029458277
../segments/AVP_P1_kd_0069.wav,kd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Improvisation_Personal.wav,6.59736961458277
../segments/AVP_P1_hho_0070.wav,hho,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Improvisation_Personal.wav,6.96235827658277
../segments/AVP_P1_hhc_0071.wav,hhc,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Improvisation_Personal.wav,7.33133786858277
../segments/AVP_P1_hhc_0072.wav,hhc,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Improvisation_Personal.wav,7.67909297058277
../segments/AVP_P1_kd_0073.wav,kd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Kick_Personal.wav,0.085623582582766
../segments/AVP_P1_kd_0074.wav,kd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Kick_Personal.wav,0.267755101582766
../segments/AVP_P1_kd_0075.wav,kd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Kick_Personal.wav,0.871473922582766
../segments/AVP_P1_kd_0076.wav,kd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Kick_Personal.wav,1.29596371858277
../segments/AVP_P1_kd_0077.wav,kd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Kick_Personal.wav,1.43165532858277
../segments/AVP_P1_kd_0078.wav,kd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Kick_Personal.wav,2.08907029458277
../segments/AVP_P1_kd_0079.wav,kd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Kick_Personal.wav,2.51356009058277
../segments/AVP_P1_kd_0080.wav,kd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Kick_Personal.wav,2.66158730158277
../segments/AVP_P1_kd_0081.wav,kd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Kick_Personal.wav,3.35092970558277
../segments/AVP_P1_kd_0082.wav,kd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Kick_Personal.wav,3.77687074858277
../segments/AVP_P1_kd_0083.wav,kd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Kick_Personal.wav,3.92707482958277
../segments/AVP_P1_kd_0084.wav,kd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Kick_Personal.wav,4.64108843558277
../segments/AVP_P1_kd_0085.wav,kd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Kick_Personal.wav,5.06557823158277
../segments/AVP_P1_kd_0086.wav,kd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Kick_Personal.wav,5.21941043058277
../segments/AVP_P1_kd_0087.wav,kd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Kick_Personal.wav,5.88263038558277
../segments/AVP_P1_kd_0088.wav,kd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Kick_Personal.wav,6.28099773258277
../segments/AVP_P1_kd_0089.wav,kd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Kick_Personal.wav,6.43700680258277
../segments/AVP_P1_kd_0090.wav,kd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Kick_Personal.wav,7.13324263058277
../segments/AVP_P1_kd_0091.wav,kd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Kick_Personal.wav,7.52326530658277
../segments/AVP_P1_kd_0092.wav,kd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Kick_Personal.wav,7.67637188258277
../segments/AVP_P1_kd_0093.wav,kd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Kick_Personal.wav,8.32290249458277
../segments/AVP_P1_kd_0094.wav,kd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Kick_Personal.wav,8.71909297058277
../segments/AVP_P1_kd_0095.wav,kd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Kick_Personal.wav,8.87582766458277
../segments/AVP_P1_kd_0096.wav,kd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Kick_Personal.wav,9.57024943358277
../segments/AVP_P1_kd_0097.wav,kd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Kick_Personal.wav,9.95990929658277
../segments/AVP_P1_kd_0098.wav,kd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Kick_Personal.wav,10.1130158725828
../segments/AVP_P1_kd_0099.wav,kd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Kick_Personal.wav,10.7617233555828
../segments/AVP_P1_kd_0100.wav,kd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Kick_Personal.wav,11.1484807255828
../segments/AVP_P1_kd_0101.wav,kd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Kick_Personal.wav,11.3008616775828
../segments/AVP_P1_sd_0102.wav,sd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Snare_Personal.wav,0.049886621582766
../segments/AVP_P1_sd_0103.wav,sd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Snare_Personal.wav,0.204081632582766
../segments/AVP_P1_sd_0104.wav,sd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Snare_Personal.wav,0.835374149582766
../segments/AVP_P1_sd_0105.wav,sd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Snare_Personal.wav,1.26077097458277
../segments/AVP_P1_sd_0106.wav,sd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Snare_Personal.wav,1.39863945558277
../segments/AVP_P1_sd_0107.wav,sd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Snare_Personal.wav,2.01904761858277
../segments/AVP_P1_sd_0108.wav,sd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Snare_Personal.wav,2.46893424058277
../segments/AVP_P1_sd_0109.wav,sd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Snare_Personal.wav,2.63038548758277
../segments/AVP_P1_sd_0110.wav,sd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Snare_Personal.wav,3.25351473958277
../segments/AVP_P1_sd_0111.wav,sd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Snare_Personal.wav,3.71954648558277
../segments/AVP_P1_sd_0112.wav,sd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Snare_Personal.wav,3.88299319758277
../segments/AVP_P1_sd_0113.wav,sd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Snare_Personal.wav,4.50975056658277
../segments/AVP_P1_sd_0114.wav,sd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Snare_Personal.wav,4.94693877558277
../segments/AVP_P1_sd_0115.wav,sd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Snare_Personal.wav,5.13106575958277
../segments/AVP_P1_sd_0116.wav,sd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Snare_Personal.wav,5.76235827658277
../segments/AVP_P1_sd_0117.wav,sd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Snare_Personal.wav,6.18140589558277
../segments/AVP_P1_sd_0118.wav,sd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Snare_Personal.wav,6.34648526058277
../segments/AVP_P1_sd_0119.wav,sd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Snare_Personal.wav,7.01043083858277
../segments/AVP_P1_sd_0120.wav,sd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Snare_Personal.wav,7.43673469358277
../segments/AVP_P1_sd_0121.wav,sd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Snare_Personal.wav,7.59092970558277
../segments/AVP_P1_sd_0122.wav,sd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Snare_Personal.wav,8.23673469358277
../segments/AVP_P1_sd_0123.wav,sd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Snare_Personal.wav,8.64308390058277
../segments/AVP_P1_sd_0124.wav,sd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Snare_Personal.wav,8.79727891158277
../segments/AVP_P1_sd_0125.wav,sd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Snare_Personal.wav,9.45034013558277
../segments/AVP_P1_sd_0126.wav,sd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Snare_Personal.wav,9.83401360558277
../segments/AVP_P1_sd_0127.wav,sd,P1,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_1/P1_Snare_Personal.wav,9.99092970558277
../segments/AVP_P10_hhc_0128.wav,hhc,P10,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_10/P10_HHclosed_Personal.wav,0.076553288467122
../segments/AVP_P10_hhc_0129.wav,hhc,P10,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_10/P10_HHclosed_Personal.wav,0.247981859467129
../segments/AVP_P10_hhc_0130.wav,hhc,P10,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_10/P10_HHclosed_Personal.wav,0.920997732467126
../segments/AVP_P10_hhc_0131.wav,hhc,P10,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_10/P10_HHclosed_Personal.wav,1.35909297046713
../segments/AVP_P10_hhc_0132.wav,hhc,P10,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_10/P10_HHclosed_Personal.wav,1.51328798146713
../segments/AVP_P10_hhc_0133.wav,hhc,P10,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_10/P10_HHclosed_Personal.wav,2.18358276646712
../segments/AVP_P10_hhc_0134.wav,hhc,P10,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_10/P10_HHclosed_Personal.wav,2.67791383246712
../segments/AVP_P10_hhc_0135.wav,hhc,P10,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_10/P10_HHclosed_Personal.wav,2.83482993246713
../segments/AVP_P10_hhc_0136.wav,hhc,P10,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_10/P10_HHclosed_Personal.wav,3.52689342446713
../segments/AVP_P10_hhc_0137.wav,hhc,P10,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_10/P10_HHclosed_Personal.wav,3.96952380946713
../segments/AVP_P10_hhc_0138.wav,hhc,P10,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_10/P10_HHclosed_Personal.wav,4.14458049846713
../segments/AVP_P10_hhc_0139.wav,hhc,P10,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_10/P10_HHclosed_Personal.wav,4.79038548746713
../segments/AVP_P10_hhc_0140.wav,hhc,P10,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_10/P10_HHclosed_Personal.wav,5.28653061246713
../segments/AVP_P10_hhc_0141.wav,hhc,P10,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_10/P10_HHclosed_Personal.wav,5.43437641746713
../segments/AVP_P10_hhc_0142.wav,hhc,P10,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_10/P10_HHclosed_Personal.wav,6.11374149646713
../segments/AVP_P10_hhc_0143.wav,hhc,P10,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_10/P10_HHclosed_Personal.wav,6.59537414946713
../segments/AVP_P10_hhc_0144.wav,hhc,P10,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_10/P10_HHclosed_Personal.wav,6.76136054446712
../segments/AVP_P10_hhc_0145.wav,hhc,P10,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_10/P10_HHclosed_Personal.wav,7.44888888846712
../segments/AVP_P10_hhc_0146.wav,hhc,P10,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_10/P10_HHclosed_Personal.wav,7.88698412746713
../segments/AVP_P10_hhc_0147.wav,hhc,P10,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_10/P10_HHclosed_Personal.wav,8.02848072546713
../segments/AVP_P10_hhc_0148.wav,hhc,P10,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_10/P10_HHclosed_Personal.wav,8.74956916146712
../segments/AVP_P10_hhc_0149.wav,hhc,P10,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_10/P10_HHclosed_Personal.wav,9.16589569146712
../segments/AVP_P10_hhc_0150.wav,hhc,P10,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_10/P10_HHclosed_Personal.wav,9.34095238046713
../segments/AVP_P10_hhc_0151.wav,hhc,P10,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_10/P10_HHclosed_Personal.wav,10.0420861674671
../segments/AVP_P10_hhc_0152.wav,hhc,P10,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_10/P10_HHclosed_Personal.wav,10.4611337864671
../segments/AVP_P10_hhc_0153.wav,hhc,P10,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_10/P10_HHclosed_Personal.wav,10.6434467124671
../segments/AVP_P10_hhc_0154.wav,hhc,P10,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_10/P10_HHclosed_Personal.wav,11.3844897954671
../segments/AVP_P10_hhc_0155.wav,hhc,P10,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_10/P10_HHclosed_Personal.wav,11.7672562354671
../segments/AVP_P10_hhc_0156.wav,hhc,P10,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_10/P10_HHclosed_Personal.wav,11.9332426304671
../segments/AVP_P10_hho_0157.wav,hho,P10,AVP,../../AVP-LVT_Dataset/AVP_Dataset/Personal/Participant_10/P10_HHopened_Personal.wav,0.013061224038549
